art,klasse,ordnung,familie
1020604,1,102,10213
1030103,1,104,10403
1070111,1,108,10802
1070406,1,108,10813
1070409,1,108,10813
1070505,1,108,10812
1070520,1,108,10812
1070610,1,108,10815
1080301,1,110,11001
1100407,1,113,11342
1100505,1,113,11314
1100601,1,113,11315
1100703,1,113,11312
1120305,1,115,11512
1120411,1,115,11514
1120603,1,115,11504
1120842,1,115,11507
2010202,2,204,20401
2070523,2,206,20607
2071108,2,206,20614
2080305,2,243,24301
2090529,2,207,20707
2100414,2,220,22005
2130613,2,244,24408
2130925,2,244,24405
2150106,2,235,23501
2200605,2,240,24003
2221216,2,250,250122
2222802,2,250,250135
3010608,3,301,30105
3010822,3,301,30107
3030424,3,305,30513
3040117,3,303,30311
3040204,3,303,30301
3040405,3,303,30319
3040720,3,303,30332
3040901,3,303,30340
3060501,4,402,40204
3070808,4,403,40336
5010109,6,601,60101
5020201,6,602,60204
5040112,6,604,60401
5040202,6,604,60402
5060203,6,606,60602
21102690,6,602,60202
21102705,6,610,61002
21102950,6,607,60702
21103549,6,605,60506
50902216,2,244,24405
50906410,4,403,40382
50907326,6,605,60501
55005407,6,611,61116
55005530,6,612,61213
