art,klasse,ordnung,familie
1020604,1,102,10213
1070810,1,108,10814
1070817,1,108,10814
1100505,1,113,11314
1100904,1,113,11322
1120102,1,115,11509
1120205,1,115,11510
1120303,1,115,11512
1120304,1,115,11512
1120905,1,115,11508
1120921,1,115,11508
1160411,1,121,12110
1160413,1,121,12109
1161019,1,121,12124
2010102,2,202,20201
2040108,2,231,23105
2050207,2,229,22901
2070404,2,206,20608
2070408,2,206,20608
2070503,2,206,20607
2070617,2,206,20609
2070621,2,206,20609
2070803,2,206,20611
2070809,2,206,20611
2070906,2,206,20613
2080116,2,234,23405
2080201,2,234,23408
2080208,2,234,23408
2080315,2,243,24303
2090524,2,207,20707
2090603,2,207,20710
2090609,2,207,20703
2090709,2,207,20709
2090712,2,207,20709
2090719,2,207,20709
2090731,2,207,20709
2120329,2,219,21901
2130321,2,244,24413
2130509,2,244,24415
2150210,2,235,23507
2150310,2,235,23504
5010109,6,601,60101
5020201,6,602,60204
5040112,6,604,60401
5040202,6,604,60402
5050115,6,605,60501
5050301,6,605,60503
5050304,6,605,60503
5050502,6,605,60505
5060102,6,606,60601
5060210,6,606,60602
5090102,6,609,60901
21102895,2,206,20612
21103172,6,606,60601
21103173,6,607,60702
50901010,6,609,60905
50903581,6,607,60704
50904186,6,607,60701
50904953,6,608,60801
50905976,6,606,60602
