art,klasse,ordnung,familie
1070603,1,108,10815
2010202,2,204,20401
2050207,2,229,22901
2050507,2,231,23101
2050602,2,222,22201
2070404,2,206,20608
2070606,2,206,20609
2070708,2,206,20612
2070803,2,206,20611
2070905,2,206,20613
2070909,2,206,20613
2070914,2,206,20613
2080117,2,234,23405
2080409,2,234,23414
2080412,2,234,23414
2090603,2,207,20710
2090609,2,207,20703
2090712,2,207,20709
2090719,2,207,20709
2100407,2,220,22005
2130319,2,244,24413
2130525,2,244,24417
2130704,2,244,24406
2130706,2,244,24406
2140206,2,214,21401
2140212,2,214,21401
2150105,2,235,23501
2150210,2,235,23507
2150225,2,235,23507
2150227,2,235,23503
2222803,2,250,250135
5040112,6,604,60401
5040202,6,604,60402
5050502,6,605,60505
5060210,6,606,60602
5070102,6,607,60701
5070206,6,607,60702
5090102,6,609,60901
21102541,6,607,60702
50901010,6,609,60905
